,date,state,actuals.newCases,actuals.newDeaths,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio
2970,2021-03-23,CO,931.0,1.0,2789800.0,1451398.0,889795.0,0.252,0.155
2971,2021-03-24,CO,2093.0,8.0,2894980.0,1475619.0,900059.0,0.256,0.156
2972,2021-03-25,CO,941.0,3.0,3006760.0,1510575.0,912807.0,0.262,0.159
2973,2021-03-26,CO,1096.0,0.0,3050950.0,1551393.0,927382.0,0.269,0.161
2974,2021-03-27,CO,2008.0,4.0,3060410.0,1591554.0,946188.0,0.276,0.164
2975,2021-03-28,CO,713.0,0.0,3060410.0,1639579.0,966835.0,0.285,0.168
2976,2021-03-29,CO,1142.0,1.0,3060410.0,1664752.0,976137.0,0.289,0.17
2977,2021-03-30,CO,1022.0,6.0,3217170.0,1692343.0,991243.0,0.294,0.172
2978,2021-03-31,CO,1791.0,3.0,3330360.0,1720668.0,1008589.0,0.299,0.175
2979,2021-04-01,CO,1586.0,8.0,3459750.0,1756207.0,1028324.0,0.305,0.179
2980,2021-04-02,CO,1634.0,1.0,3517390.0,1792685.0,1051000.0,0.311,0.183
2981,2021-04-03,CO,1050.0,3.0,3527450.0,1837148.0,1081615.0,0.319,0.188
2982,2021-04-04,CO,1705.0,3.0,3527450.0,1889755.0,1108570.0,0.328,0.193
2983,2021-04-05,CO,945.0,0.0,3527450.0,1908869.0,1118667.0,0.331,0.194
2984,2021-04-06,CO,1239.0,4.0,3720990.0,1934660.0,1131482.0,0.336,0.196
2985,2021-04-07,CO,972.0,1.0,3837040.0,1978286.0,1156758.0,0.344,0.201
2986,2021-04-08,CO,2717.0,5.0,3963630.0,2010121.0,1181330.0,0.349,0.205
2987,2021-04-09,CO,1905.0,3.0,4016000.0,2046950.0,1207372.0,0.355,0.21
2988,2021-04-10,CO,979.0,6.0,4090550.0,2099453.0,1249516.0,0.365,0.217
2989,2021-04-11,CO,1817.0,1.0,4090550.0,2143097.0,1285768.0,0.372,0.223
2990,2021-04-12,CO,1140.0,0.0,4090550.0,2193270.0,1311847.0,0.381,0.228
2991,2021-04-13,CO,1608.0,,4181590.0,2231953.0,1333034.0,0.388,0.231
2992,2021-04-14,CO,2198.0,3.0,4308370.0,2276754.0,1358993.0,0.395,0.236
2993,2021-04-15,CO,1874.0,6.0,4417200.0,2312508.0,1379177.0,0.402,0.239
2994,2021-04-16,CO,2013.0,11.0,4462590.0,2349784.0,1405861.0,0.408,0.244
2995,2021-04-17,CO,966.0,1.0,4515250.0,2382398.0,1441796.0,0.414,0.25
2996,2021-04-18,CO,838.0,3.0,4515250.0,2418793.0,1482555.0,0.42,0.257
2997,2021-04-19,CO,1965.0,7.0,4515250.0,2447138.0,1510363.0,0.425,0.262
2998,2021-04-20,CO,1882.0,9.0,4679750.0,2466259.0,1535815.0,0.428,0.267
2999,2021-04-21,CO,1484.0,6.0,4792990.0,2491259.0,1561775.0,0.433,0.271
3000,2021-04-22,CO,2214.0,8.0,4890000.0,2518244.0,1596141.0,0.437,0.277
3001,2021-04-23,CO,1989.0,8.0,4923030.0,2541410.0,1636956.0,0.441,0.284
3002,2021-04-24,CO,1202.0,13.0,4968480.0,2542919.0,1639963.0,0.442,0.285
3003,2021-04-25,CO,1791.0,7.0,4968480.0,2592016.0,1727477.0,0.45,0.3
3004,2021-04-26,CO,1031.0,2.0,4968480.0,2604683.0,1745232.0,0.452,0.303
3005,2021-04-27,CO,2582.0,12.0,5129330.0,2619556.0,1767903.0,0.455,0.307
3006,2021-04-28,CO,822.0,4.0,5234840.0,2639720.0,1792395.0,0.458,0.311
3007,2021-04-29,CO,2984.0,16.0,5335910.0,2658086.0,1824323.0,0.462,0.317
3008,2021-04-30,CO,1838.0,10.0,5395910.0,2677574.0,1856500.0,0.465,0.322
3009,2021-05-01,CO,1373.0,2.0,5425720.0,2697032.0,1901152.0,0.468,0.33
3010,2021-05-02,CO,1212.0,4.0,5425720.0,2708668.0,1932846.0,0.47,0.336
3011,2021-05-03,CO,1102.0,5.0,5425720.0,2714585.0,1948978.0,0.471,0.338
3012,2021-05-04,CO,1091.0,13.0,5598750.0,2722484.0,1972476.0,0.473,0.343
3013,2021-05-05,CO,1163.0,11.0,5658550.0,2739293.0,2003556.0,0.476,0.348
3014,2021-05-06,CO,2050.0,15.0,5772220.0,2760181.0,2045903.0,0.479,0.355
3015,2021-05-07,CO,2015.0,7.0,5822000.0,2774918.0,2088505.0,0.482,0.363
3016,2021-05-08,CO,1024.0,2.0,5861710.0,2788171.0,2126931.0,0.484,0.369
3017,2021-05-09,CO,1446.0,3.0,5861710.0,2804920.0,2172481.0,0.487,0.377
3018,2021-05-10,CO,958.0,0.0,5861710.0,2821440.0,2204647.0,0.49,0.383
3019,2021-05-11,CO,1219.0,14.0,6040220.0,2831594.0,2230840.0,0.492,0.387
3020,2021-05-12,CO,1227.0,21.0,6172420.0,2838073.0,2250378.0,0.493,0.391
3021,2021-05-13,CO,1785.0,29.0,6271330.0,2847869.0,2271616.0,0.495,0.394
3022,2021-05-14,CO,1505.0,9.0,6335310.0,2862255.0,2307952.0,0.497,0.401
3023,2021-05-15,CO,1077.0,16.0,6403480.0,2880006.0,2335422.0,0.5,0.406
3024,2021-05-16,CO,686.0,8.0,6403480.0,2903235.0,2369139.0,0.504,0.411
3025,2021-05-17,CO,690.0,1.0,6403480.0,2914464.0,2380766.0,0.506,0.413
3026,2021-05-18,CO,712.0,8.0,6477190.0,2923899.0,2393650.0,0.508,0.416
3027,2021-05-19,CO,805.0,11.0,6503100.0,2944194.0,2415380.0,0.511,0.419
3028,2021-05-20,CO,671.0,4.0,6521380.0,2958660.0,2435657.0,0.514,0.423
3029,2021-05-21,CO,1560.0,24.0,6575200.0,2959897.0,2436954.0,0.514,0.423
3030,2021-05-22,CO,775.0,7.0,6621280.0,3011347.0,2487412.0,0.523,0.432
3031,2021-05-23,CO,508.0,3.0,6621280.0,3027641.0,2504451.0,0.526,0.435
3032,2021-05-24,CO,486.0,3.0,6621280.0,3036915.0,2513029.0,0.527,0.436
3033,2021-05-25,CO,1369.0,12.0,6636600.0,3049389.0,2526489.0,0.53,0.439
3034,2021-05-26,CO,799.0,11.0,6639120.0,3063061.0,2544297.0,0.532,0.442
3035,2021-05-27,CO,826.0,13.0,6664860.0,3075711.0,2559111.0,0.534,0.444
3036,2021-05-28,CO,847.0,6.0,6671920.0,3090625.0,2576105.0,0.537,0.447
3037,2021-05-29,CO,640.0,20.0,6773740.0,3104241.0,2591962.0,0.539,0.45
3038,2021-05-30,CO,501.0,9.0,6773740.0,3115301.0,2604913.0,0.541,0.452
3039,2021-05-31,CO,294.0,0.0,,,,,
3040,2021-06-01,CO,428.0,0.0,6773740.0,3126292.0,2616155.0,0.543,0.454
3041,2021-06-02,CO,532.0,9.0,6781930.0,3134033.0,2626500.0,0.544,0.456
3042,2021-06-03,CO,833.0,14.0,6788960.0,3145572.0,2637501.0,0.546,0.458
3043,2021-06-04,CO,741.0,7.0,6805360.0,3158783.0,2651999.0,0.549,0.461
3044,2021-06-05,CO,728.0,3.0,6857520.0,3159329.0,2652494.0,0.549,0.461
3045,2021-06-06,CO,443.0,0.0,6857520.0,3171684.0,2671305.0,0.551,0.464
3046,2021-06-07,CO,327.0,13.0,6857520.0,3181716.0,2687659.0,0.553,0.467
3047,2021-06-08,CO,531.0,15.0,6861330.0,3193003.0,2710559.0,0.554,0.471
3048,2021-06-09,CO,730.0,12.0,6862350.0,3193308.0,2710899.0,0.555,0.471
3049,2021-06-10,CO,657.0,11.0,6862750.0,3203037.0,2728692.0,0.556,0.474
3050,2021-06-11,CO,812.0,14.0,6870410.0,3212881.0,2748502.0,0.558,0.477
3051,2021-06-12,CO,638.0,12.0,6901730.0,3220595.0,2763327.0,0.559,0.48
3052,2021-06-13,CO,505.0,1.0,6901730.0,3228763.0,2777997.0,0.561,0.482
3053,2021-06-14,CO,210.0,0.0,6901730.0,3229167.0,2778686.0,0.561,0.483
3054,2021-06-15,CO,331.0,7.0,6904110.0,3235921.0,2794824.0,0.562,0.485
3055,2021-06-16,CO,634.0,12.0,6905280.0,3251443.0,2833756.0,0.565,0.492
3056,2021-06-17,CO,571.0,4.0,6918235.0,3259030.0,2847420.0,0.566,0.494
3057,2021-06-18,CO,483.0,10.0,6931935.0,3264597.0,2855798.0,0.567,0.496
3058,2021-06-19,CO,402.0,10.0,6963445.0,3274381.0,2873834.0,0.569,0.499
3059,2021-06-20,CO,301.0,0.0,6963445.0,3280296.0,2885479.0,0.57,0.501
3060,2021-06-21,CO,229.0,5.0,6963445.0,3283705.0,2891061.0,0.57,0.502
3061,2021-06-22,CO,387.0,4.0,6971685.0,3288025.0,2897391.0,0.571,0.503
3062,2021-06-23,CO,394.0,14.0,6976105.0,3294321.0,2906587.0,0.572,0.505
3063,2021-06-24,CO,650.0,5.0,6981105.0,3301856.0,2917366.0,0.573,0.507
3064,2021-06-25,CO,439.0,11.0,6994855.0,3306972.0,2926730.0,0.574,0.508
3065,2021-06-26,CO,536.0,4.0,7018595.0,3315973.0,2942303.0,0.576,0.511
3066,2021-06-27,CO,175.0,6.0,7018595.0,3321574.0,2962358.0,0.577,0.514
3067,2021-06-28,CO,336.0,3.0,7018595.0,3324776.0,2968677.0,0.577,0.516
3068,2021-06-29,CO,256.0,12.0,7024075.0,3329750.0,2977688.0,0.578,0.517
3069,2021-06-30,CO,520.0,7.0,7025015.0,3335253.0,2984290.0,0.579,0.518
3070,2021-07-01,CO,533.0,5.0,7030535.0,3342035.0,2992902.0,0.58,0.52
3071,2021-07-02,CO,462.0,4.0,7037655.0,3345721.0,2997883.0,0.581,0.521
3072,2021-07-03,CO,393.0,11.0,7043695.0,3353063.0,3007895.0,0.582,0.522
3073,2021-07-04,CO,303.0,4.0,7043695.0,3356652.0,3012921.0,0.583,0.523
3074,2021-07-05,CO,170.0,0.0,,,,,
3075,2021-07-06,CO,279.0,0.0,7043695.0,3359951.0,3018088.0,0.583,0.524
3076,2021-07-07,CO,488.0,5.0,7043695.0,3363971.0,3023752.0,0.584,0.525
3077,2021-07-08,CO,445.0,3.0,7068985.0,3368344.0,3030014.0,0.585,0.526
3078,2021-07-09,CO,891.0,5.0,7084425.0,3368683.0,3030289.0,0.585,0.526
3079,2021-07-10,CO,606.0,10.0,7100165.0,3379369.0,3043908.0,0.587,0.529
3080,2021-07-11,CO,338.0,9.0,7101515.0,3383013.0,3048258.0,0.587,0.529
3081,2021-07-12,CO,374.0,2.0,7101515.0,3385209.0,3052169.0,0.588,0.53
3082,2021-07-13,CO,600.0,10.0,7107335.0,3388403.0,3056100.0,0.588,0.531
3083,2021-07-14,CO,496.0,8.0,7110155.0,3392667.0,3061388.0,0.589,0.532
3084,2021-07-15,CO,547.0,2.0,7113825.0,3397206.0,3066574.0,0.59,0.533
3085,2021-07-16,CO,,,,,,,
3086,2020-02-29,CT,,,,,,,
3087,2020-03-01,CT,,,,,,,
3088,2020-03-02,CT,,,,,,,
3089,2020-03-03,CT,,,,,,,
3090,2020-03-04,CT,,,,,,,
3091,2020-03-05,CT,,,,,,,
3092,2020-03-06,CT,,,,,,,
3093,2020-03-07,CT,,,,,,,
3094,2020-03-08,CT,,,,,,,
3095,2020-03-09,CT,1.0,0.0,,,,,
3096,2020-03-10,CT,0.0,0.0,,,,,
3097,2020-03-11,CT,1.0,0.0,,,,,
3098,2020-03-12,CT,3.0,0.0,,,,,
3099,2020-03-13,CT,5.0,0.0,,,,,
3100,2020-03-14,CT,9.0,0.0,,,,,
3101,2020-03-15,CT,6.0,0.0,,,,,
3102,2020-03-16,CT,15.0,0.0,,,,,
3103,2020-03-17,CT,27.0,0.0,,,,,
3104,2020-03-18,CT,28.0,1.0,,,,,
3105,2020-03-19,CT,63.0,3.0,,,,,
3106,2020-03-20,CT,35.0,0.0,,,,,
3107,2020-03-21,CT,29.0,1.0,,,,,
3108,2020-03-22,CT,104.0,3.0,,,,,
3109,2020-03-23,CT,88.0,2.0,,,,,
3110,2020-03-24,CT,203.0,2.0,,,,,
3111,2020-03-25,CT,257.0,7.0,,,,,
3112,2020-03-26,CT,137.0,2.0,,,,,
3113,2020-03-27,CT,279.0,6.0,,,,,
3114,2020-03-28,CT,233.0,6.0,,,,,
3115,2020-03-29,CT,469.0,1.0,,,,,
3116,2020-03-30,CT,578.0,2.0,,,,,
3117,2020-03-31,CT,557.0,,,,,,
3118,2020-04-01,CT,429.0,16.0,,,,,
3119,2020-04-02,CT,267.0,27.0,,,,,
3120,2020-04-03,CT,1091.0,20.0,,,,,
3121,2020-04-04,CT,361.0,33.0,,,,,
3122,2020-04-05,CT,399.0,24.0,,,,,
3123,2020-04-06,CT,1231.0,17.0,,,,,
3124,2020-04-07,CT,875.0,71.0,,,,,
3125,2020-04-08,CT,1000.0,58.0,,,,,
3126,2020-04-09,CT,1003.0,45.0,,,,,
3127,2020-04-10,CT,754.0,68.0,,,,,
3128,2020-04-11,CT,972.0,46.0,,,,,
3129,2020-04-12,CT,525.0,60.0,,,,,
3130,2020-04-13,CT,1346.0,48.0,,,,,
3131,2020-04-14,CT,608.0,69.0,,,,,
3132,2020-04-15,CT,766.0,,,,,,
3133,2020-04-16,CT,1129.0,103.0,,,,,
3134,2020-04-17,CT,925.0,65.0,,,,,
3135,2020-04-18,CT,741.0,50.0,,,,,
3136,2020-04-19,CT,412.0,41.0,,,,,
3137,2020-04-20,CT,1853.0,204.0,,,,,
3138,2020-04-21,CT,545.0,92.0,,,,,
3139,2020-04-22,CT,2109.0,121.0,,,,,
3140,2020-04-23,CT,631.0,95.0,,,,,
3141,2020-04-24,CT,821.0,125.0,,,,,
3142,2020-04-25,CT,661.0,98.0,,,,,
3143,2020-04-26,CT,687.0,63.0,,,,,
3144,2020-04-27,CT,728.0,87.0,,,,,
3145,2020-04-28,CT,315.0,77.0,,,,,
3146,2020-04-29,CT,455.0,79.0,,,,,
3147,2020-04-30,CT,933.0,89.0,,,,,
3148,2020-05-01,CT,1064.0,82.0,,,,,
3149,2020-05-02,CT,523.0,97.0,,,,,
3150,2020-05-03,CT,0.0,0.0,,,,,
3151,2020-05-04,CT,686.0,120.0,,,,,
3152,2020-05-05,CT,648.0,77.0,,,,,
3153,2020-05-06,CT,374.0,85.0,,,,,
3154,2020-05-07,CT,789.0,79.0,,,,,
3155,2020-05-08,CT,627.0,77.0,,,,,
3156,2020-05-09,CT,573.0,58.0,,,,,
3157,2020-05-10,CT,570.0,35.0,,,,,
3158,2020-05-11,CT,211.0,41.0,,,,,
3159,2020-05-12,CT,568.0,33.0,,,,,
3160,2020-05-13,CT,522.0,84.0,,,,,
3161,2020-05-14,CT,609.0,94.0,,,,,
3162,2020-05-15,CT,621.0,66.0,,,,,
3163,2020-05-16,CT,618.0,54.0,,,,,
3164,2020-05-17,CT,716.0,69.0,,,,,
3165,2020-05-18,CT,697.0,41.0,,,,,
3166,2020-05-19,CT,314.0,23.0,,,,,
3167,2020-05-20,CT,587.0,57.0,,,,,
3168,2020-05-21,CT,191.0,53.0,,,,,
3169,2020-05-22,CT,432.0,55.0,,,,,
3170,2020-05-23,CT,382.0,38.0,,,,,
3171,2020-05-24,CT,446.0,18.0,,,,,
3172,2020-05-25,CT,405.0,49.0,,,,,
3173,2020-05-26,CT,430.0,27.0,,,,,
3174,2020-05-27,CT,,34.0,,,,,
3175,2020-05-28,CT,271.0,23.0,,,,,
3176,2020-05-29,CT,203.0,42.0,,,,,
3177,2020-05-30,CT,260.0,44.0,,,,,
3178,2020-05-31,CT,179.0,32.0,,,,,
3179,2020-06-01,CT,539.0,20.0,,,,,
3180,2020-06-02,CT,239.0,8.0,,,,,
3181,2020-06-03,CT,112.0,17.0,,,,,
3182,2020-06-04,CT,148.0,18.0,,,,,
3183,2020-06-05,CT,221.0,31.0,,,,,
3184,2020-06-06,CT,358.0,17.0,,,,,
3185,2020-06-07,CT,150.0,16.0,,,,,
3186,2020-06-08,CT,124.0,13.0,,,,,
3187,2020-06-09,CT,87.0,13.0,,,,,
3188,2020-06-10,CT,168.0,23.0,,,,,
3189,2020-06-11,CT,114.0,26.0,,,,,
3190,2020-06-12,CT,228.0,13.0,,,,,
3191,2020-06-13,CT,305.0,27.0,,,,,
3192,2020-06-14,CT,94.0,15.0,,,,,
3193,2020-06-15,CT,147.0,3.0,,,,,
3194,2020-06-16,CT,114.0,6.0,,,,,
3195,2020-06-17,CT,80.0,9.0,,,,,
3196,2020-06-18,CT,11.0,7.0,,,,,
3197,2020-06-19,CT,117.0,12.0,,,,,
3198,2020-06-20,CT,158.0,13.0,,,,,
3199,2020-06-21,CT,40.0,9.0,,,,,
3200,2020-06-22,CT,27.0,3.0,,,,,
3201,2020-06-23,CT,117.0,14.0,,,,,
3202,2020-06-24,CT,14.0,10.0,,,,,
3203,2020-06-25,CT,81.0,11.0,,,,,
3204,2020-06-26,CT,65.0,9.0,,,,,
3205,2020-06-27,CT,147.0,4.0,,,,,
3206,2020-06-28,CT,97.0,5.0,,,,,
3207,2020-06-29,CT,59.0,4.0,,,,,
3208,2020-06-30,CT,152.0,2.0,,,,,
3209,2020-07-01,CT,58.0,2.0,,,,,
3210,2020-07-02,CT,74.0,2.0,,,,,
3211,2020-07-03,CT,71.0,9.0,,,,,
3212,2020-07-04,CT,0.0,0.0,,,,,
3213,2020-07-05,CT,0.0,0.0,,,,,
3214,2020-07-06,CT,259.0,3.0,,,,,
3215,2020-07-07,CT,57.0,0.0,,,,,
3216,2020-07-08,CT,75.0,5.0,,,,,
3217,2020-07-09,CT,101.0,5.0,,,,,
3218,2020-07-10,CT,78.0,0.0,,,,,
3219,2020-07-11,CT,0.0,0.0,,,,,
3220,2020-07-12,CT,0.0,0.0,,,,,
3221,2020-07-13,CT,223.0,23.0,,,,,
3222,2020-07-14,CT,20.0,1.0,,,,,
3223,2020-07-15,CT,106.0,8.0,,,,,
3224,2020-07-16,CT,114.0,9.0,,,,,
3225,2020-07-17,CT,143.0,7.0,,,,,
3226,2020-07-18,CT,0.0,0.0,,,,,
3227,2020-07-19,CT,0.0,0.0,,,,,
3228,2020-07-20,CT,162.0,10.0,,,,,
3229,2020-07-21,CT,41.0,0.0,,,,,
3230,2020-07-22,CT,127.0,0.0,,,,,
3231,2020-07-23,CT,9.0,4.0,,,,,
3232,2020-07-24,CT,104.0,3.0,,,,,
3233,2020-07-25,CT,0.0,0.0,,,,,
3234,2020-07-26,CT,0.0,0.0,,,,,
3235,2020-07-27,CT,207.0,5.0,,,,,
3236,2020-07-28,CT,94.0,5.0,,,,,
3237,2020-07-29,CT,79.0,2.0,,,,,
3238,2020-07-30,CT,130.0,6.0,,,,,
3239,2020-07-31,CT,140.0,1.0,,,,,
3240,2020-08-01,CT,0.0,0.0,,,,,
3241,2020-08-02,CT,0.0,0.0,,,,,
3242,2020-08-03,CT,252.0,5.0,,,,,
3243,2020-08-04,CT,48.0,0.0,,,,,
3244,2020-08-05,CT,115.0,0.0,,,,,
3245,2020-08-06,CT,20.0,0.0,,,,,
3246,2020-08-07,CT,75.0,4.0,,,,,
3247,2020-08-08,CT,0.0,0.0,,,,,
3248,2020-08-09,CT,0.0,0.0,,,,,
3249,2020-08-10,CT,247.0,3.0,,,,,
3250,2020-08-11,CT,117.0,0.0,,,,,
3251,2020-08-12,CT,22.0,6.0,,,,,
3252,2020-08-13,CT,76.0,0.0,,,,,
3253,2020-08-14,CT,115.0,3.0,,,,,
3254,2020-08-15,CT,0.0,0.0,,,,,
3255,2020-08-16,CT,0.0,0.0,,,,,
3256,2020-08-17,CT,370.0,3.0,,,,,
3257,2020-08-18,CT,,0.0,,,,,
3258,2020-08-19,CT,59.0,1.0,,,,,
3259,2020-08-20,CT,118.0,1.0,,,,,
3260,2020-08-21,CT,87.0,2.0,,,,,
3261,2020-08-22,CT,0.0,0.0,,,,,
3262,2020-08-23,CT,0.0,0.0,,,,,
3263,2020-08-24,CT,492.0,0.0,,,,,
3264,2020-08-25,CT,29.0,3.0,,,,,
3265,2020-08-26,CT,180.0,0.0,,,,,
3266,2020-08-27,CT,130.0,2.0,,,,,
3267,2020-08-28,CT,145.0,0.0,,,,,
3268,2020-08-29,CT,0.0,0.0,,,,,
3269,2020-08-30,CT,0.0,0.0,,,,,
3270,2020-08-31,CT,384.0,0.0,,,,,
3271,2020-09-01,CT,127.0,1.0,,,,,
3272,2020-09-02,CT,102.0,1.0,,,,,
3273,2020-09-03,CT,101.0,1.0,,,,,
3274,2020-09-04,CT,156.0,0.0,,,,,
3275,2020-09-05,CT,0.0,0.0,,,,,
3276,2020-09-06,CT,0.0,0.0,,,,,
3277,2020-09-07,CT,0.0,0.0,,,,,
3278,2020-09-08,CT,417.0,6.0,,,,,
3279,2020-09-09,CT,89.0,0.0,,,,,
3280,2020-09-10,CT,222.0,4.0,,,,,
3281,2020-09-11,CT,233.0,2.0,,,,,
3282,2020-09-12,CT,0.0,0.0,,,,,
3283,2020-09-13,CT,0.0,0.0,,,,,
3284,2020-09-14,CT,569.0,5.0,,,,,
3285,2020-09-15,CT,136.0,0.0,,,,,
3286,2020-09-16,CT,135.0,2.0,,,,,
3287,2020-09-17,CT,220.0,1.0,,,,,
3288,2020-09-18,CT,141.0,4.0,,,,,
3289,2020-09-19,CT,0.0,0.0,,,,,
3290,2020-09-20,CT,0.0,0.0,,,,,
3291,2020-09-21,CT,497.0,3.0,,,,,
3292,2020-09-22,CT,136.0,1.0,,,,,
3293,2020-09-23,CT,155.0,1.0,,,,,
3294,2020-09-24,CT,157.0,2.0,,,,,
3295,2020-09-25,CT,115.0,2.0,,,,,
3296,2020-09-26,CT,0.0,0.0,,,,,
3297,2020-09-27,CT,0.0,0.0,,,,,
3298,2020-09-28,CT,560.0,2.0,,,,,
3299,2020-09-29,CT,182.0,2.0,,,,,
3300,2020-09-30,CT,221.0,3.0,,,,,
3301,2020-10-01,CT,192.0,3.0,,,,,
3302,2020-10-02,CT,555.0,2.0,,,,,
3303,2020-10-03,CT,0.0,0.0,,,,,
3304,2020-10-04,CT,0.0,0.0,,,,,
3305,2020-10-05,CT,823.0,4.0,,,,,
3306,2020-10-06,CT,121.0,4.0,,,,,
3307,2020-10-07,CT,123.0,1.0,,,,,
3308,2020-10-08,CT,384.0,5.0,,,,,
3309,2020-10-09,CT,290.0,3.0,,,,,
3310,2020-10-10,CT,0.0,0.0,,,,,
3311,2020-10-11,CT,0.0,0.0,,,,,
3312,2020-10-12,CT,1339.0,2.0,,,,,
3313,2020-10-13,CT,320.0,1.0,,,,,
3314,2020-10-14,CT,164.0,4.0,,,,,
3315,2020-10-15,CT,167.0,3.0,,,,,
3316,2020-10-16,CT,802.0,2.0,,,,,
3317,2020-10-17,CT,0.0,0.0,,,,,
3318,2020-10-18,CT,0.0,0.0,,,,,
3319,2020-10-19,CT,1191.0,12.0,,,,,
3320,2020-10-20,CT,434.0,5.0,,,,,
3321,2020-10-21,CT,416.0,8.0,,,,,
3322,2020-10-22,CT,502.0,2.0,,,,,
3323,2020-10-23,CT,679.0,8.0,,,,,
3324,2020-10-24,CT,0.0,0.0,,,,,
3325,2020-10-25,CT,0.0,0.0,,,,,
3326,2020-10-26,CT,2047.0,12.0,,,,,
3327,2020-10-27,CT,538.0,6.0,,,,,
3328,2020-10-28,CT,490.0,9.0,,,,,
3329,2020-10-29,CT,1319.0,5.0,,,,,
3330,2020-10-30,CT,761.0,7.0,,,,,
3331,2020-10-31,CT,0.0,0.0,,,,,
3332,2020-11-01,CT,0.0,0.0,,,,,
3333,2020-11-02,CT,2651.0,11.0,,,,,
3334,2020-11-03,CT,985.0,8.0,,,,,
3335,2020-11-04,CT,530.0,10.0,,,,,
3336,2020-11-05,CT,1687.0,11.0,,,,,
3337,2020-11-06,CT,1065.0,15.0,,,,,
3338,2020-11-07,CT,0.0,0.0,,,,,
3339,2020-11-08,CT,0.0,0.0,,,,,
3340,2020-11-09,CT,3338.0,27.0,,,,,
3341,2020-11-10,CT,1524.0,9.0,,,,,
3342,2020-11-11,CT,1754.0,9.0,,,,,
3343,2020-11-12,CT,1158.0,10.0,,,,,
3344,2020-11-13,CT,2746.0,11.0,,,,,
3345,2020-11-14,CT,0.0,0.0,,,,,
3346,2020-11-15,CT,0.0,0.0,,,,,
3347,2020-11-16,CT,4639.0,22.0,,,,,
3348,2020-11-17,CT,1702.0,12.0,,,,,
3349,2020-11-18,CT,2042.0,13.0,,,,,
3350,2020-11-19,CT,2353.0,21.0,,,,,
3351,2020-11-20,CT,2088.0,23.0,,,,,
3352,2020-11-21,CT,0.0,0.0,,,,,
3353,2020-11-22,CT,0.0,0.0,,,,,
3354,2020-11-23,CT,5271.0,43.0,,,,,
3355,2020-11-24,CT,540.0,10.0,,,,,
3356,2020-11-25,CT,1872.0,45.0,,,,,
3357,2020-11-26,CT,0.0,0.0,,,,,
3358,2020-11-27,CT,3429.0,35.0,,,,,
3359,2020-11-28,CT,0.0,0.0,,,,,
3360,2020-11-29,CT,0.0,0.0,,,,,
3361,2020-11-30,CT,4714.0,59.0,,,,,
3362,2020-12-01,CT,1459.0,20.0,,,,,
3363,2020-12-02,CT,2672.0,51.0,,,,,
3364,2020-12-03,CT,4751.0,20.0,,,,,
3365,2020-12-04,CT,1538.0,35.0,,,,,
3366,2020-12-05,CT,0.0,0.0,,,,,
3367,2020-12-06,CT,0.0,0.0,,,,,
3368,2020-12-07,CT,8129.0,78.0,,,,,
3369,2020-12-08,CT,2414.0,18.0,,,,,
3370,2020-12-09,CT,2290.0,43.0,,,,,
3371,2020-12-10,CT,2431.0,42.0,,,,,
3372,2020-12-11,CT,3782.0,36.0,,,,,
3373,2020-12-12,CT,0.0,0.0,,,,,
3374,2020-12-13,CT,0.0,0.0,,,,,
3375,2020-12-14,CT,7231.0,81.0,,,,,
3376,2020-12-15,CT,1470.0,22.0,,,,,
3377,2020-12-16,CT,2319.0,40.0,,,,,
3378,2020-12-17,CT,2321.0,46.0,,,,,
3379,2020-12-18,CT,2680.0,29.0,,,,,
3380,2020-12-19,CT,0.0,0.0,,,,,
3381,2020-12-20,CT,0.0,0.0,,,,,
3382,2020-12-21,CT,4595.0,95.0,,,,,
3383,2020-12-22,CT,1583.0,27.0,,,,,
3384,2020-12-23,CT,1745.0,33.0,,,,,
3385,2020-12-24,CT,2038.0,55.0,,,,,
3386,2020-12-25,CT,0.0,0.0,,,,,
3387,2020-12-26,CT,0.0,0.0,,,,,
3388,2020-12-27,CT,0.0,0.0,,,,,
3389,2020-12-28,CT,8457.0,113.0,,,,,
3390,2020-12-29,CT,767.0,20.0,,,,,
3391,2020-12-30,CT,1696.0,40.0,,,,,
3392,2020-12-31,CT,2045.0,31.0,,,,,
3393,2021-01-01,CT,0.0,0.0,,,,,
3394,2021-01-02,CT,4412.0,104.0,,,,,
3395,2021-01-03,CT,0.0,0.0,,,,,
3396,2021-01-04,CT,4516.0,69.0,,,,,
3397,2021-01-05,CT,2332.0,24.0,,,,,
3398,2021-01-06,CT,2486.0,38.0,,,,,
3399,2021-01-07,CT,3304.0,57.0,,,,,
3400,2021-01-08,CT,3236.0,37.0,,,,,
3401,2021-01-09,CT,0.0,0.0,,,,,
3402,2021-01-10,CT,0.0,0.0,,,,,
3403,2021-01-11,CT,7364.0,92.0,,,,,
3404,2021-01-12,CT,3689.0,33.0,,,,,
3405,2021-01-13,CT,3529.0,87.0,,,,,
3406,2021-01-14,CT,968.0,17.0,328675.0,156366.0,14052.0,0.044,0.004
3407,2021-01-15,CT,1878.0,41.0,328775.0,166722.0,17162.0,0.047,0.005
3408,2021-01-16,CT,0.0,0.0,,,,,
3409,2021-01-17,CT,0.0,0.0,,,,,
